"Rank","Name","Country","D_Score","E_Score","Penalty","Score","Round","Date","Apparatus","Gender","Competition"
10,"Rafael Martínez","Spain",NA,NA,NA,15.575,"AAfinal",2008-08-14,"HB","m","Olympic Games"
10,"Rafael Martínez","Spain",NA,NA,NA,91.5,"final",2008-08-14,"AA","m","Olympic Games"
11,"Kim Dae-eun","South Korea",NA,NA,NA,15.225,"AAfinal",2008-08-14,"FX","m","Olympic Games"
11,"Kim Dae-eun","South Korea",NA,NA,NA,13.65,"AAfinal",2008-08-14,"PH","m","Olympic Games"
11,"Kim Dae-eun","South Korea",NA,NA,NA,15.4,"AAfinal",2008-08-14,"SR","m","Olympic Games"
11,"Kim Dae-eun","South Korea",NA,NA,NA,15.625,"AAfinal",2008-08-14,"VT","m","Olympic Games"
11,"Kim Dae-eun","South Korea",NA,NA,NA,16,"AAfinal",2008-08-14,"PB","m","Olympic Games"
11,"Kim Dae-eun","South Korea",NA,NA,NA,14.875,"AAfinal",2008-08-14,"HB","m","Olympic Games"
11,"Kim Dae-eun","South Korea",NA,NA,NA,90.775,"final",2008-08-14,"AA","m","Olympic Games"
12,"Alexander Artemev","United States",NA,NA,NA,14.625,"AAfinal",2008-08-14,"FX","m","Olympic Games"
12,"Alexander Artemev","United States",NA,NA,NA,15.525,"AAfinal",2008-08-14,"PH","m","Olympic Games"
12,"Alexander Artemev","United States",NA,NA,NA,14.275,"AAfinal",2008-08-14,"SR","m","Olympic Games"
12,"Alexander Artemev","United States",NA,NA,NA,15.975,"AAfinal",2008-08-14,"VT","m","Olympic Games"
12,"Alexander Artemev","United States",NA,NA,NA,15.2,"AAfinal",2008-08-14,"PB","m","Olympic Games"
12,"Alexander Artemev","United States",NA,NA,NA,15.075,"AAfinal",2008-08-14,"HB","m","Olympic Games"
12,"Alexander Artemev","United States",NA,NA,NA,90.675,"final",2008-08-14,"AA","m","Olympic Games"
12,"Philipp Boy","Germany",NA,NA,NA,15.075,"AAfinal",2008-08-14,"FX","m","Olympic Games"
12,"Philipp Boy","Germany",NA,NA,NA,14.875,"AAfinal",2008-08-14,"PH","m","Olympic Games"
12,"Philipp Boy","Germany",NA,NA,NA,14.825,"AAfinal",2008-08-14,"SR","m","Olympic Games"
12,"Philipp Boy","Germany",NA,NA,NA,15.4,"AAfinal",2008-08-14,"VT","m","Olympic Games"
12,"Philipp Boy","Germany",NA,NA,NA,15.05,"AAfinal",2008-08-14,"PB","m","Olympic Games"
12,"Philipp Boy","Germany",NA,NA,NA,15.45,"AAfinal",2008-08-14,"HB","m","Olympic Games"
12,"Philipp Boy","Germany",NA,NA,NA,90.675,"final",2008-08-14,"AA","m","Olympic Games"
14,"Luis Rivera Rivera","Puerto Rico",NA,NA,NA,15.25,"AAfinal",2008-08-14,"FX","m","Olympic Games"
14,"Luis Rivera Rivera","Puerto Rico",NA,NA,NA,15.025,"AAfinal",2008-08-14,"PH","m","Olympic Games"
14,"Luis Rivera Rivera","Puerto Rico",NA,NA,NA,15.225,"AAfinal",2008-08-14,"SR","m","Olympic Games"
14,"Luis Rivera Rivera","Puerto Rico",NA,NA,NA,16.025,"AAfinal",2008-08-14,"VT","m","Olympic Games"
14,"Luis Rivera Rivera","Puerto Rico",NA,NA,NA,14.375,"AAfinal",2008-08-14,"PB","m","Olympic Games"
14,"Luis Rivera Rivera","Puerto Rico",NA,NA,NA,14.275,"AAfinal",2008-08-14,"HB","m","Olympic Games"
14,"Luis Rivera Rivera","Puerto Rico",NA,NA,NA,90.175,"final",2008-08-14,"AA","m","Olympic Games"
15,"Adam Wong","Canada",NA,NA,NA,14.325,"AAfinal",2008-08-14,"FX","m","Olympic Games"
15,"Adam Wong","Canada",NA,NA,NA,14.55,"AAfinal",2008-08-14,"PH","m","Olympic Games"
15,"Adam Wong","Canada",NA,NA,NA,15.05,"AAfinal",2008-08-14,"SR","m","Olympic Games"
15,"Adam Wong","Canada",NA,NA,NA,15.7,"AAfinal",2008-08-14,"VT","m","Olympic Games"
15,"Adam Wong","Canada",NA,NA,NA,15.35,"AAfinal",2008-08-14,"PB","m","Olympic Games"
15,"Adam Wong","Canada",NA,NA,NA,14.825,"AAfinal",2008-08-14,"HB","m","Olympic Games"
15,"Adam Wong","Canada",NA,NA,NA,89.8,"final",2008-08-14,"AA","m","Olympic Games"
16,"Anton Fokin","Uzbekistan",NA,NA,NA,14.525,"AAfinal",2008-08-14,"FX","m","Olympic Games"
16,"Anton Fokin","Uzbekistan",NA,NA,NA,15.15,"AAfinal",2008-08-14,"PH","m","Olympic Games"
16,"Anton Fokin","Uzbekistan",NA,NA,NA,14.7,"AAfinal",2008-08-14,"SR","m","Olympic Games"
16,"Anton Fokin","Uzbekistan",NA,NA,NA,15.575,"AAfinal",2008-08-14,"VT","m","Olympic Games"
16,"Anton Fokin","Uzbekistan",NA,NA,NA,16.125,"AAfinal",2008-08-14,"PB","m","Olympic Games"
16,"Anton Fokin","Uzbekistan",NA,NA,NA,13.675,"AAfinal",2008-08-14,"HB","m","Olympic Games"
16,"Anton Fokin","Uzbekistan",NA,NA,NA,89.75,"final",2008-08-14,"AA","m","Olympic Games"
17,"Nathan Gafuik","Canada",NA,NA,NA,15.325,"AAfinal",2008-08-14,"FX","m","Olympic Games"
17,"Nathan Gafuik","Canada",NA,NA,NA,13.475,"AAfinal",2008-08-14,"PH","m","Olympic Games"
17,"Nathan Gafuik","Canada",NA,NA,NA,14.375,"AAfinal",2008-08-14,"SR","m","Olympic Games"
17,"Nathan Gafuik","Canada",NA,NA,NA,16.175,"AAfinal",2008-08-14,"VT","m","Olympic Games"
17,"Nathan Gafuik","Canada",NA,NA,NA,15.275,"AAfinal",2008-08-14,"PB","m","Olympic Games"
17,"Nathan Gafuik","Canada",NA,NA,NA,15,"AAfinal",2008-08-14,"HB","m","Olympic Games"
17,"Nathan Gafuik","Canada",NA,NA,NA,89.625,"final",2008-08-14,"AA","m","Olympic Games"
18,"Flavius Koczi","Romania",NA,NA,NA,14.9,"AAfinal",2008-08-14,"FX","m","Olympic Games"
18,"Flavius Koczi","Romania",NA,NA,NA,15.425,"AAfinal",2008-08-14,"PH","m","Olympic Games"
18,"Flavius Koczi","Romania",NA,NA,NA,14.55,"AAfinal",2008-08-14,"SR","m","Olympic Games"
18,"Flavius Koczi","Romania",NA,NA,NA,16.45,"AAfinal",2008-08-14,"VT","m","Olympic Games"
18,"Flavius Koczi","Romania",NA,NA,NA,13.525,"AAfinal",2008-08-14,"PB","m","Olympic Games"
18,"Flavius Koczi","Romania",NA,NA,NA,14.725,"AAfinal",2008-08-14,"HB","m","Olympic Games"
18,"Flavius Koczi","Romania",NA,NA,NA,89.575,"final",2008-08-14,"AA","m","Olympic Games"
19,"Enrico Pozzo","Italy",NA,NA,NA,15.25,"AAfinal",2008-08-14,"FX","m","Olympic Games"
19,"Enrico Pozzo","Italy",NA,NA,NA,14.625,"AAfinal",2008-08-14,"PH","m","Olympic Games"
19,"Enrico Pozzo","Italy",NA,NA,NA,13.85,"AAfinal",2008-08-14,"SR","m","Olympic Games"
19,"Enrico Pozzo","Italy",NA,NA,NA,15.6,"AAfinal",2008-08-14,"VT","m","Olympic Games"
19,"Enrico Pozzo","Italy",NA,NA,NA,14.6,"AAfinal",2008-08-14,"PB","m","Olympic Games"
19,"Enrico Pozzo","Italy",NA,NA,NA,15.45,"AAfinal",2008-08-14,"HB","m","Olympic Games"
19,"Enrico Pozzo","Italy",NA,NA,NA,89.375,"final",2008-08-14,"AA","m","Olympic Games"
20,"Daniel Keatings","Great Britain",NA,NA,NA,14.85,"AAfinal",2008-08-14,"FX","m","Olympic Games"
20,"Daniel Keatings","Great Britain",NA,NA,NA,15.7,"AAfinal",2008-08-14,"PH","m","Olympic Games"
20,"Daniel Keatings","Great Britain",NA,NA,NA,14,"AAfinal",2008-08-14,"SR","m","Olympic Games"
20,"Daniel Keatings","Great Britain",NA,NA,NA,15.8,"AAfinal",2008-08-14,"VT","m","Olympic Games"
20,"Daniel Keatings","Great Britain",NA,NA,NA,14.425,"AAfinal",2008-08-14,"PB","m","Olympic Games"
20,"Daniel Keatings","Great Britain",NA,NA,NA,14.225,"AAfinal",2008-08-14,"HB","m","Olympic Games"
20,"Daniel Keatings","Great Britain",NA,NA,NA,89,"final",2008-08-14,"AA","m","Olympic Games"
21,"Thomas Bouhail","France",NA,NA,NA,15.2,"AAfinal",2008-08-14,"FX","m","Olympic Games"
21,"Thomas Bouhail","France",NA,NA,NA,13.4,"AAfinal",2008-08-14,"PH","m","Olympic Games"
21,"Thomas Bouhail","France",NA,NA,NA,13.65,"AAfinal",2008-08-14,"SR","m","Olympic Games"
21,"Thomas Bouhail","France",NA,NA,NA,15.85,"AAfinal",2008-08-14,"VT","m","Olympic Games"
21,"Thomas Bouhail","France",NA,NA,NA,14.425,"AAfinal",2008-08-14,"PB","m","Olympic Games"
21,"Thomas Bouhail","France",NA,NA,NA,14.475,"AAfinal",2008-08-14,"HB","m","Olympic Games"
21,"Thomas Bouhail","France",NA,NA,NA,87,"final",2008-08-14,"AA","m","Olympic Games"
22,"José Luis Fuentes","Venezuela",NA,NA,NA,14.175,"AAfinal",2008-08-14,"FX","m","Olympic Games"
22,"José Luis Fuentes","Venezuela",NA,NA,NA,13.65,"AAfinal",2008-08-14,"PH","m","Olympic Games"
22,"José Luis Fuentes","Venezuela",NA,NA,NA,13.9,"AAfinal",2008-08-14,"SR","m","Olympic Games"
22,"José Luis Fuentes","Venezuela",NA,NA,NA,15.25,"AAfinal",2008-08-14,"VT","m","Olympic Games"
22,"José Luis Fuentes","Venezuela",NA,NA,NA,15.175,"AAfinal",2008-08-14,"PB","m","Olympic Games"
22,"José Luis Fuentes","Venezuela",NA,NA,NA,14.15,"AAfinal",2008-08-14,"HB","m","Olympic Games"
22,"José Luis Fuentes","Venezuela",NA,NA,NA,86.3,"final",2008-08-14,"AA","m","Olympic Games"
23,"Dmitry Savitski","Belarus",NA,NA,NA,13.725,"AAfinal",2008-08-14,"FX","m","Olympic Games"
23,"Dmitry Savitski","Belarus",NA,NA,NA,13.75,"AAfinal",2008-08-14,"PH","m","Olympic Games"
23,"Dmitry Savitski","Belarus",NA,NA,NA,15.3,"AAfinal",2008-08-14,"SR","m","Olympic Games"
23,"Dmitry Savitski","Belarus",NA,NA,NA,15.9,"AAfinal",2008-08-14,"VT","m","Olympic Games"
23,"Dmitry Savitski","Belarus",NA,NA,NA,13.4,"AAfinal",2008-08-14,"PB","m","Olympic Games"
23,"Dmitry Savitski","Belarus",NA,NA,NA,10.1,"AAfinal",2008-08-14,"HB","m","Olympic Games"
23,"Dmitry Savitski","Belarus",NA,NA,NA,82.175,"final",2008-08-14,"AA","m","Olympic Games"
24,"Chen Yibing","China",NA,NA,NA,NA,"AAfinal",2008-08-14,"FX","m","Olympic Games"
24,"Chen Yibing","China",NA,NA,NA,13.75,"AAfinal",2008-08-14,"PH","m","Olympic Games"
24,"Chen Yibing","China",NA,NA,NA,16.65,"AAfinal",2008-08-14,"SR","m","Olympic Games"
24,"Chen Yibing","China",NA,NA,NA,15.9,"AAfinal",2008-08-14,"VT","m","Olympic Games"
24,"Chen Yibing","China",NA,NA,NA,14.95,"AAfinal",2008-08-14,"PB","m","Olympic Games"
24,"Chen Yibing","China",NA,NA,NA,12.975,"AAfinal",2008-08-14,"HB","m","Olympic Games"
24,"Chen Yibing","China",NA,NA,NA,74.225,"final",2008-08-14,"AA","m","Olympic Games"
1,"Yang Wei","China",NA,NA,NA,93.875,"qual",2008-08-14,"AA","m","Olympic Games"
4,"Kohei Uchimura","Japan",NA,NA,NA,92.05,"qual",2008-08-14,"AA","m","Olympic Games"
10,"Benoit Caranobe","France",NA,NA,NA,90.925,"qual",2008-08-14,"AA","m","Olympic Games"
6,"Hiroyuki Tomita","Japan",NA,NA,NA,91.9,"qual",2008-08-14,"AA","m","Olympic Games"
7,"Sergey Khorokhordin","Russia",NA,NA,NA,91.8,"qual",2008-08-14,"AA","m","Olympic Games"
14,"Maxim Devyatovskiy","Russia",NA,NA,NA,90.35,"qual",2008-08-14,"AA","m","Olympic Games"
2,"Fabian Hambüchen","Germany",NA,NA,NA,92.425,"qual",2008-08-14,"AA","m","Olympic Games"
22,"Yang Tae-young","South Korea",NA,NA,NA,89.3,"qual",2008-08-14,"AA","m","Olympic Games"
8,"Jonathan Horton","United States",NA,NA,NA,91.65,"qual",2008-08-14,"AA","m","Olympic Games"
11,"Rafael Martínez","Spain",NA,NA,NA,90.8,"qual",2008-08-14,"AA","m","Olympic Games"
3,"Kim Dae-eun","South Korea",NA,NA,NA,92.4,"qual",2008-08-14,"AA","m","Olympic Games"
19,"Alexander Artemev","United States",NA,NA,NA,89.725,"qual",2008-08-14,"AA","m","Olympic Games"
21,"Philipp Boy","Germany",NA,NA,NA,89.475,"qual",2008-08-14,"AA","m","Olympic Games"
13,"Luis Rivera Rivera","Puerto Rico",NA,NA,NA,90.6,"qual",2008-08-14,"AA","m","Olympic Games"
24,"Adam Wong","Canada",NA,NA,NA,89.125,"qual",2008-08-14,"AA","m","Olympic Games"
23,"Anton Fokin","Uzbekistan",NA,NA,NA,89.275,"qual",2008-08-14,"AA","m","Olympic Games"
19,"Nathan Gafuik","Canada",NA,NA,NA,89.725,"qual",2008-08-14,"AA","m","Olympic Games"
16,"Flavius Koczi","Romania",NA,NA,NA,90.175,"qual",2008-08-14,"AA","m","Olympic Games"
26,"Enrico Pozzo","Italy",NA,NA,NA,88.675,"qual",2008-08-14,"AA","m","Olympic Games"
25,"Daniel Keatings","Great Britain",NA,NA,NA,88.95,"qual",2008-08-14,"AA","m","Olympic Games"
27,"Thomas Bouhail","France",NA,NA,NA,88.55,"qual",2008-08-14,"AA","m","Olympic Games"
15,"José Luis Fuentes","Venezuela",NA,NA,NA,90.325,"qual",2008-08-14,"AA","m","Olympic Games"
12,"Dmitry Savitski","Belarus",NA,NA,NA,90.65,"qual",2008-08-14,"AA","m","Olympic Games"
9,"Chen Yibing","China",NA,NA,NA,91.6,"qual",2008-08-14,"AA","m","Olympic Games"
5,"Koki Sakamoto","Japan",NA,NA,NA,91.95,"qual",2008-08-14,"AA","m","Olympic Games"
17,"Yuri Ryazanov","Russia",NA,NA,NA,90.125,"qual",2008-08-14,"AA","m","Olympic Games"
18,"Kim Su-myeon","South Korea",NA,NA,NA,89.9,"qual",2008-08-14,"AA","m","Olympic Games"
28,"Dimitri Karbanenko","France",NA,NA,NA,88.5,"qual",2008-08-14,"AA","m","Olympic Games"
29,"Aleksandr Shatilov","Israel",NA,NA,NA,87.8,"qual",2008-08-14,"AA","m","Olympic Games"
30,"Hamilton Sabot","France",NA,NA,NA,87.75,"qual",2008-08-14,"AA","m","Olympic Games"
31,"Matteo Morandi","Italy",NA,NA,NA,87.575,"qual",2008-08-14,"AA","m","Olympic Games"
32,"Daniel Popescu","Romania",NA,NA,NA,87.3,"qual",2008-08-14,"AA","m","Olympic Games"
33,"Denis Savenkov","Belarus",NA,NA,NA,87.025,"qual",2008-08-14,"AA","m","Olympic Games"
34,"Kim Seung-il","South Korea",NA,NA,NA,87,"qual",2008-08-14,"AA","m","Olympic Games"
35,"Claudio Capelli","Switzerland",NA,NA,NA,86.55,"qual",2008-08-14,"AA","m","Olympic Games"
36,"Adrian Bucur","Romania",NA,NA,NA,86.475,"qual",2008-08-14,"AA","m","Olympic Games"
37,"Sascha Palgen","Luxembourg",NA,NA,NA,86.075,"qual",2008-08-14,"AA","m","Olympic Games"
38,"Răzvan Şelariu","Romania",NA,NA,NA,85.975,"qual",2008-08-14,"AA","m","Olympic Games"
39,"Sam Simpson","Australia",NA,NA,NA,85.625,"qual",2008-08-14,"AA","m","Olympic Games"
40,"Sergio Muñoz","Spain",NA,NA,NA,85.5,"qual",2008-08-14,"AA","m","Olympic Games"
41,"Louis Smith","Great Britain",NA,NA,NA,85.325,"qual",2008-08-14,"AA","m","Olympic Games"
42,"Jorge Hugo Giraldo","Colombia",NA,NA,NA,84.65,"qual",2008-08-14,"AA","m","Olympic Games"
43,"Koen Van Damme","Belgium",NA,NA,NA,84.625,"qual",2008-08-14,"AA","m","Olympic Games"
44,"Mohamed Srour","Egypt",NA,NA,NA,81.2,"qual",2008-08-14,"AA","m","Olympic Games"
45,"Li Xiaopeng","China",NA,NA,NA,78.5,"qual",2008-08-14,"AA","m","Olympic Games"
46,"Xiao Qin","China",NA,NA,NA,76.7,"qual",2008-08-14,"AA","m","Olympic Games"
47,"Dmitry Kasperovich","Belarus",NA,NA,NA,76.225,"qual",2008-08-14,"AA","m","Olympic Games"
48,"Takuya Nakase","Japan",NA,NA,NA,76.025,"qual",2008-08-14,"AA","m","Olympic Games"
49,"Marcel Nguyen","Germany",NA,NA,NA,75.825,"qual",2008-08-14,"AA","m","Olympic Games"
50,"Joey Hagerty","United States",NA,NA,NA,75.65,"qual",2008-08-14,"AA","m","Olympic Games"
50,"Justin Spring","United States",NA,NA,NA,75.65,"qual",2008-08-14,"AA","m","Olympic Games"
52,"Raj Bhavsar","United States",NA,NA,NA,75.35,"qual",2008-08-14,"AA","m","Olympic Games"
53,"Eugen Spiridonov","Germany",NA,NA,NA,75,"qual",2008-08-14,"AA","m","Olympic Games"
54,"David Kikuchi","Canada",NA,NA,NA,74.3,"qual",2008-08-14,"AA","m","Olympic Games"
55,"Iván San Miguel","Spain",NA,NA,NA,73.925,"qual",2008-08-14,"AA","m","Olympic Games"
55,"Robert Juckel","Germany",NA,NA,NA,73.925,"qual",2008-08-14,"AA","m","Olympic Games"
57,"Anton Golotsutskov","Russia",NA,NA,NA,73.85,"qual",2008-08-14,"AA","m","Olympic Games"
58,"Manuel Carballo","Spain",NA,NA,NA,72.325,"qual",2008-08-14,"AA","m","Olympic Games"
59,"Andrea Coppolino","Italy",NA,NA,NA,71.425,"qual",2008-08-14,"AA","m","Olympic Games"
60,"Nikolay Kryukov","Russia",NA,NA,NA,62.275,"qual",2008-08-14,"AA","m","Olympic Games"
61,"Takehiro Kashima","Japan",NA,NA,NA,61.1,"qual",2008-08-14,"AA","m","Olympic Games"
62,"Kim Ji-hun","South Korea",NA,NA,NA,60.325,"qual",2008-08-14,"AA","m","Olympic Games"
63,"Kyle Shewfelt","Canada",NA,NA,NA,60.05,"qual",2008-08-14,"AA","m","Olympic Games"
64,"Matteo Angioletti","Italy",NA,NA,NA,59.95,"qual",2008-08-14,"AA","m","Olympic Games"
65,"Grant Golding","Canada",NA,NA,NA,59.7,"qual",2008-08-14,"AA","m","Olympic Games"
66,"Isaac Botella","Spain",NA,NA,NA,59.525,"qual",2008-08-14,"AA","m","Olympic Games"
67,"Gervasio Deferr","Spain",NA,NA,NA,59.225,"qual",2008-08-14,"AA","m","Olympic Games"
68,"Aleksandr Tsarevich","Belarus",NA,NA,NA,58.775,"qual",2008-08-14,"AA","m","Olympic Games"
69,"Alberto Busnari","Italy",NA,NA,NA,57.65,"qual",2008-08-14,"AA","m","Olympic Games"
70,"Igor Kozlov","Belarus",NA,NA,NA,56.9,"qual",2008-08-14,"AA","m","Olympic Games"
71,"Marian Drăgulescu","Romania",NA,NA,NA,47.35,"qual",2008-08-14,"AA","m","Olympic Games"
72,"Zou Kai","China",NA,NA,NA,47,"qual",2008-08-14,"AA","m","Olympic Games"
73,"Huang Xu","China",NA,NA,NA,46.675,"qual",2008-08-14,"AA","m","Olympic Games"
74,"Brandon O'Neill","Canada",NA,NA,NA,45.975,"qual",2008-08-14,"AA","m","Olympic Games"
75,"Thomas Andergassen","Germany",NA,NA,NA,45.1,"qual",2008-08-14,"AA","m","Olympic Games"
76,"Kevin Tan","United States",NA,NA,NA,44.25,"qual",2008-08-14,"AA","m","Olympic Games"
77,"Igor Cassina","Italy",NA,NA,NA,43.925,"qual",2008-08-14,"AA","m","Olympic Games"
78,"George Stănescu","Romania",NA,NA,NA,43.875,"qual",2008-08-14,"AA","m","Olympic Games"
79,"Konstantin Pluzhnikov","Russia",NA,NA,NA,43.675,"qual",2008-08-14,"AA","m","Olympic Games"
80,"Danny Rodrigues","France",NA,NA,NA,43.4,"qual",2008-08-14,"AA","m","Olympic Games"
81,"Nashwan Al-Harazi","Yemen",NA,NA,NA,41.175,"qual",2008-08-14,"AA","m","Olympic Games"
82,"Róbert Gál","Hungary",NA,NA,NA,39.55,"qual",2008-08-14,"AA","m","Olympic Games"
83,"Diego Hypólito","Brazil",NA,NA,NA,32.05,"qual",2008-08-14,"AA","m","Olympic Games"
84,"Yann Cucherat","France",NA,NA,NA,31.85,"qual",2008-08-14,"AA","m","Olympic Games"
85,"Yoo Won-chul","South Korea",NA,NA,NA,31.725,"qual",2008-08-14,"AA","m","Olympic Games"
86,"Makoto Okiguchi","Japan",NA,NA,NA,31.025,"qual",2008-08-14,"AA","m","Olympic Games"
87,"Filip Ude","Croatia",NA,NA,NA,30.25,"qual",2008-08-14,"AA","m","Olympic Games"
88,"Vlasis Maras","Greece",NA,NA,NA,29.9,"qual",2008-08-14,"AA","m","Olympic Games"
89,"Valeriy Honcharov","Ukraine",NA,NA,NA,29.85,"qual",2008-08-14,"AA","m","Olympic Games"
90,"Ilia Giorgadze","Georgia",NA,NA,NA,29.775,"qual",2008-08-14,"AA","m","Olympic Games"
91,"Christoph Schärer","Switzerland",NA,NA,NA,28.5,"qual",2008-08-14,"AA","m","Olympic Games"
92,"Aleksey Ignatovich","Belarus",NA,NA,NA,28.075,"qual",2008-08-14,"AA","m","Olympic Games"
93,"Martin Konečný","Czech Republic",NA,NA,NA,26.775,"qual",2008-08-14,"AA","m","Olympic Games"
94,"Leszek Blanik","Poland",NA,NA,NA,16.7,"qual",2008-08-14,"AA","m","Olympic Games"
95,"Yordan Yovchev","Bulgaria",NA,NA,NA,16.275,"qual",2008-08-14,"AA","m","Olympic Games"
96,"Oleksandr Vorobiov","Ukraine",NA,NA,NA,16.25,"qual",2008-08-14,"AA","m","Olympic Games"
97,"Mitja Petkovšek","Slovenia",NA,NA,NA,16.125,"qual",2008-08-14,"AA","m","Olympic Games"
98,"Epke Zonderland","Netherlands",NA,NA,NA,15.75,"qual",2008-08-14,"AA","m","Olympic Games"
1,"Nastia Liukin","United States",NA,NA,NA,15.525,"AAfinal",2008-08-15,"FX","m","Olympic Games"
1,"Nastia Liukin","United States",NA,NA,NA,15.025,"AAfinal",2008-08-15,"VT","m","Olympic Games"
1,"Nastia Liukin","United States",NA,NA,NA,16.65,"AAfinal",2008-08-15,"UB","m","Olympic Games"
1,"Nastia Liukin","United States",NA,NA,NA,16.125,"AAfinal",2008-08-15,"BB","m","Olympic Games"
1,"Nastia Liukin","United States",NA,NA,NA,63.325,"final",2008-08-15,"AA","m","Olympic Games"
2,"Shawn Johnson","United States",NA,NA,NA,15.525,"AAfinal",2008-08-15,"FX","m","Olympic Games"
2,"Shawn Johnson","United States",NA,NA,NA,15.875,"AAfinal",2008-08-15,"VT","m","Olympic Games"
2,"Shawn Johnson","United States",NA,NA,NA,15.275,"AAfinal",2008-08-15,"UB","m","Olympic Games"
2,"Shawn Johnson","United States",NA,NA,NA,16.05,"AAfinal",2008-08-15,"BB","m","Olympic Games"
2,"Shawn Johnson","United States",NA,NA,NA,62.725,"final",2008-08-15,"AA","m","Olympic Games"
3,"Yang Yilin","China",NA,NA,NA,15,"AAfinal",2008-08-15,"FX","m","Olympic Games"
3,"Yang Yilin","China",NA,NA,NA,15.175,"AAfinal",2008-08-15,"VT","m","Olympic Games"
3,"Yang Yilin","China",NA,NA,NA,16.725,"AAfinal",2008-08-15,"UB","m","Olympic Games"
3,"Yang Yilin","China",NA,NA,NA,15.75,"AAfinal",2008-08-15,"BB","m","Olympic Games"
3,"Yang Yilin","China",NA,NA,NA,62.65,"final",2008-08-15,"AA","m","Olympic Games"
4,"Ksenia Semenova","Russia",NA,NA,NA,14.775,"AAfinal",2008-08-15,"FX","m","Olympic Games"
4,"Ksenia Semenova","Russia",NA,NA,NA,14.75,"AAfinal",2008-08-15,"VT","m","Olympic Games"
4,"Ksenia Semenova","Russia",NA,NA,NA,16.475,"AAfinal",2008-08-15,"UB","m","Olympic Games"
4,"Ksenia Semenova","Russia",NA,NA,NA,15.925,"AAfinal",2008-08-15,"BB","m","Olympic Games"
4,"Ksenia Semenova","Russia",NA,NA,NA,61.925,"final",2008-08-15,"AA","m","Olympic Games"
5,"Steliana Nistor","Romania",NA,NA,NA,14.5,"AAfinal",2008-08-15,"FX","m","Olympic Games"
5,"Steliana Nistor","Romania",NA,NA,NA,15.025,"AAfinal",2008-08-15,"VT","m","Olympic Games"
5,"Steliana Nistor","Romania",NA,NA,NA,15.975,"AAfinal",2008-08-15,"UB","m","Olympic Games"
5,"Steliana Nistor","Romania",NA,NA,NA,15.55,"AAfinal",2008-08-15,"BB","m","Olympic Games"
5,"Steliana Nistor","Romania",NA,NA,NA,61.05,"final",2008-08-15,"AA","m","Olympic Games"
6,"Jiang Yuyuan","China",NA,NA,NA,14.775,"AAfinal",2008-08-15,"FX","m","Olympic Games"
6,"Jiang Yuyuan","China",NA,NA,NA,14.825,"AAfinal",2008-08-15,"VT","m","Olympic Games"
6,"Jiang Yuyuan","China",NA,NA,NA,15.875,"AAfinal",2008-08-15,"UB","m","Olympic Games"
6,"Jiang Yuyuan","China",NA,NA,NA,15.425,"AAfinal",2008-08-15,"BB","m","Olympic Games"
6,"Jiang Yuyuan","China",NA,NA,NA,60.9,"final",2008-08-15,"AA","m","Olympic Games"
7,"Anna Pavlova","Russia",NA,NA,NA,15.05,"AAfinal",2008-08-15,"FX","m","Olympic Games"
7,"Anna Pavlova","Russia",NA,NA,NA,15.275,"AAfinal",2008-08-15,"VT","m","Olympic Games"
7,"Anna Pavlova","Russia",NA,NA,NA,14.525,"AAfinal",2008-08-15,"UB","m","Olympic Games"
7,"Anna Pavlova","Russia",NA,NA,NA,15.975,"AAfinal",2008-08-15,"BB","m","Olympic Games"
7,"Anna Pavlova","Russia",NA,NA,NA,60.825,"final",2008-08-15,"AA","m","Olympic Games"
8,"Sandra Izbaşa","Romania",NA,NA,NA,15.5,"AAfinal",2008-08-15,"FX","m","Olympic Games"
8,"Sandra Izbaşa","Romania",NA,NA,NA,15.075,"AAfinal",2008-08-15,"VT","m","Olympic Games"
8,"Sandra Izbaşa","Romania",NA,NA,NA,14.3,"AAfinal",2008-08-15,"UB","m","Olympic Games"
8,"Sandra Izbaşa","Romania",NA,NA,NA,15.875,"AAfinal",2008-08-15,"BB","m","Olympic Games"
8,"Sandra Izbaşa","Romania",NA,NA,NA,60.75,"final",2008-08-15,"AA","m","Olympic Games"
9,"Oksana Chusovitina","Germany",NA,NA,NA,14.6,"AAfinal",2008-08-15,"FX","m","Olympic Games"
9,"Oksana Chusovitina","Germany",NA,NA,NA,15.75,"AAfinal",2008-08-15,"VT","m","Olympic Games"
9,"Oksana Chusovitina","Germany",NA,NA,NA,14.9,"AAfinal",2008-08-15,"UB","m","Olympic Games"
9,"Oksana Chusovitina","Germany",NA,NA,NA,14.875,"AAfinal",2008-08-15,"BB","m","Olympic Games"
9,"Oksana Chusovitina","Germany",NA,NA,NA,60.125,"final",2008-08-15,"AA","m","Olympic Games"
10,"Jade Barbosa","Brazil",NA,NA,NA,13.95,"AAfinal",2008-08-15,"FX","m","Olympic Games"
10,"Jade Barbosa","Brazil",NA,NA,NA,15.025,"AAfinal",2008-08-15,"VT","m","Olympic Games"
10,"Jade Barbosa","Brazil",NA,NA,NA,15.075,"AAfinal",2008-08-15,"UB","m","Olympic Games"
10,"Jade Barbosa","Brazil",NA,NA,NA,15.5,"AAfinal",2008-08-15,"BB","m","Olympic Games"
10,"Jade Barbosa","Brazil",NA,NA,NA,59.55,"final",2008-08-15,"AA","m","Olympic Games"
